Sr. No., File Name, WebLinks,HTML Content,JS Content,parts,Vector,Label
1336,1336.7ea005648426a4f5815e0bb42230a595,0,0,0,6,-0.0001899656,0
1337,1337.eb38bf81b8a24991252e451208c24ecd,0,0,0,6,-8.8946705E-05,0
1338,1338.6656824f5801ca79629b3374e834ad04,0,0,0,6,-0.0002684411,0
1339,1339.57de97732c190bf4575276eb054e0e79,0,0,0,6,-0.0002052607,0
1340,1340.763507dad3b921f972640d4d76172f7e,0,0,0,6,-2.5105948E-05,0
1341,1341.91bc30d50566e71807217c8977f7a793,0,0,0,6,0.0001156549,0
1342,1342.6770473802a7dc7ab14a212f95573c15,0,0,0,6,-0.000161227,0
1343,1343.c5ead41a4483bd3732e42d52c9163d24,0,0,0,6,2.513608E-05,0
1344,1344.c12652263fc21b75dd4298a3d1bfcf53,0,0,0,6,-0.0006712466,0
1345,1345.df3d6d8a5d9e6bba6484fbef2dae9102,0,0,0,6,3.450774E-05,0
1346,1346.e172cd7f334b27ed0aeb288ca6436f7d,0,0,0,6,0.000057999,0
1347,1347.b74ed7bb44086b2b4721bce965ac8273,0,0,0,6,-5.0562835E-06,0
1348,1348.79cf2ab14db2301670710f9d1feaddda,0,0,0,6,-3.741709E-05,0
1349,1349.d05ca7b269c99915562d3e448f7b8afa,0,0,0,6,3.5829686E-05,0
1350,1350.e386afc23b51f446e2f6779c1ade0a68,0,0,0,6,-0.0002298929,0
1351,1351.c176f7e5d80492c34cad40bc9e939012,0,0,0,6,-0.0001045446,0
1352,1352.dde8603b55106a1e7fe9508e972b24d2,0,0,0,6,-0.0002855843,0
1353,1353.bd9fa1be6b135e4aea436dc7957c7e37,0,0,0,6,0.0001654191,0
1354,1354.0cbd2821c28f742dfdcf33ffbfaeebac,0,0,0,6,0.0002409914,0
1355,1355.787c1831282475833fed423595755d11,0,0,0,6,0.000011708,0
1356,1356.14e3ab9f37daa13ce7a15770017c4863,0,0,0,6,-0.0001136548,0
1357,1357.c307e11b21bba14e568cd03731de0119,0,0,0,6,-2.1770267E-05,0
1358,1358.d784d0be4e4e9b4267e6a1165929b762,0,0,0,6,1.7274488E-05,0
1359,1359.a4f9b2b4bbae9e1d2ab34ba5fec9eb35,0,0,0,6,-7.8184945E-05,0
1360,1360.18758d232e8b6937d5d62ce0e0aa2d8e,0,0,0,6,-7.481715E-05,0
1361,1361.3851fdfcb5a5f99e2e47fd8150641280,0,0,0,6,2.4962214E-06,0
1362,1362.0a5bfcffd711edd195f14820b0677c44,0,0,0,6,-0.0001312791,0
1363,1363.8c11ccc4af2f95df4bc78e6dacd96a73,0,0,0,6,-0.0001802177,0
1364,1364.679f0da47cd44783dedd4e95bc942b27,0,0,0,6,-2.6951784E-05,0
1365,1365.83f365382e725776956f137a4600117e,0,0,0,6,-0.0001728775,0
1366,1366.200cc41f250f28147c5db07ea933f26a,0,0,0,6,-0.0002118396,0
1367,1367.924aa29f6473628504527f28ec2fcf3b,0,0,0,6,-2.6345397E-06,0
1368,1368.3293e84198b7ac13250a63da9437e2e3,0,0,0,6,-0.000068296,0
1369,1369.0df084ff7488653baa03642c485c233f,0,0,0,6,-0.0003216931,0
1370,1370.394569ba936fe18d6d9f2723e8c2d99f,0,0,0,6,-0.0003030221,0
1371,1371.163cff388de55b3d4f3ac817fd8a3dd9,0,0,0,6,-0.0001528714,0
1372,1372.b25e5803cd96db85050c5c31ad3d58c5,0,0,0,6,3.8027479E-06,0
1373,1373.1be55997fc239abb638116534d32e94a,0,0,0,6,-5.4113552E-05,0
1374,1374.58a88abf493ddcd871bafea6b40fee7d,0,0,0,6,-7.3556614E-05,0
1375,1375.2a62b057a9e7fa1cffc53cb60af4cd32,0,0,0,6,-0.0001404267,0
1376,1376.460393676b2c5ba43650cc2f2ef6875e,0,0,0,6,-0.0002332201,0
1377,1377.b6f9379076911dc30e73da8e76893923,0,0,0,6,-0.0001835617,0
1378,1378.12eda7069e9d8a08ba37f0e4679f23ea,0,0,0,6,-0.0001200352,0
1379,1379.8f1e63f3902da72388600d360b8579b1,0,0,0,6,-0.0002738444,0
1380,1380.c3103ee67e5faa8447f8bd57f845f58d,0,0,0,6,-0.000294222,0
1381,1381.3c5527db01789ad42005006ac2ed2fcc,0,0,0,6,-0.0002274399,0
1382,1382.91f90e365d7046c57789061a27cf62cf,0,0,0,6,0.000134566,0
1383,1383.4e6c2c19a9c9ff985a966f06ea87ed76,0,0,0,6,3.2525346E-05,0
1384,1384.0791f1d9a72262517deabbf25a2de75a,0,0,0,6,0.0002836194,0
1385,1385.be576b43bd3da84b5752402ef0acf1d4,0,0,0,6,0.0002101252,0
1386,1386.bf3a96041aeac7950ee23a553e1fd186,0,0,0,6,3.720638E-05,0
1387,1387.ed6c5677ce998a2c37e43f3771c088d7,0,0,0,6,-0.0001606992,0
1388,1388.48788e5ee763c1cc1320a5bd2fc41ea4,0,0,0,6,-0.0001774218,0
1389,1389.447a639594555183f1643cb44d9f8ce2,0,0,0,6,2.5718911E-05,0
1390,1390.6e72b8ce6b837d6072790479e742fb4a,0,0,0,6,-0.0002281532,0
1391,1391.9cf584eba8880793c405082f2dbab06f,0,0,0,6,8.902262E-06,0
1392,1392.e9ab29c0a3c14e8bba5e057e7af1c2e4,0,0,0,6,-0.0005773222,0
1393,1393.5464ef1fa4caa53c28737e607e2bee31,0,0,0,6,0.000026767,0
1394,1394.3ed871ba71edd281c9dbf0d5db738842,0,0,0,6,-5.2422267E-05,0
1395,1395.923c820448824387b21877293d3d1462,0,0,0,6,-0.0002781656,0
1396,1396.70a22c019be6a7cb4949e015fedb8bf0,0,1,0,6,-6.813791E-05,0
1397,1397.75ebdbdb545c2376e9869203c0c612a8,0,0,0,6,-0.0001904885,0
1398,1398.02fd0caad73d10ee02aebd13b761f135,0,0,0,6,8.225773E-05,0
1399,1399.5ee3b9902af076cc63e0c4e612f99ba0,0,0,0,6,1.9241728E-05,0
1400,1400.2e82a3803e51f420c6398d963052469f,0,0,0,6,0.000284729,0
1401,1401.2d453d45aa06dec5a5a98bba8d81fdc5,0,0,0,6,0.0001624442,0
1402,1402.e74c8db27ea79025c2afa3b7298d8ebb,0,0,0,6,0.0003550293,0
1403,1403.344e5c5b7eb1469d645c1840552a3bf7,0,0,0,6,6.805924E-05,0
1404,1404.13ba0bfb3c92baa1b877b04c8da350c3,0,0,0,6,8.159878E-06,0
1405,1405.d33d54d33d52ebf10870baeb7a03999c,0,0,0,6,0.0001838316,0
1406,1406.8be30026528bc5fabe63b16b834d426f,0,0,0,6,-0.0001134556,0
1407,1407.883b440a7cb776b7ae2ee632f4244cf9,0,0,0,6,9.129608E-05,0
1408,1408.c202263092b223a607078977ed7aa6c3,0,0,0,6,1.558341E-05,0
1409,1409.9c1ef3088d2c1f8b9d458f0d516ce435,0,0,0,6,0.0001511952,0
1410,1410.8a6f57da7baff41f04a9d273a8dcf8c6,0,0,0,6,0.0001852991,0
1411,1411.a455fcdcc40a1a29551cc0153a9450bf,0,0,0,6,0.000019535,0
1412,1412.ef6317e6ede59d84a07d10de6891ac37,0,0,0,6,-2.346976E-05,0
1413,1413.2d82c3f6a31f15ead58a64ed3c122f71,0,0,0,6,9.1147864E-05,0
1414,1414.c9aa0ebdc370411948a0c8bf4a7e6b14,0,0,0,6,0.0002127444,0
1415,1415.92155ef4a4f97a787d636892dd1a0219,0,0,0,6,0.0002711052,0
1416,1416.651cdba6e04f9c3593f6d634a70312e8,0,0,0,6,0.0002732167,0
1417,1417.cc31f571d364ed7214cdcc48917f97f4,0,0,0,6,0.0003236155,0
1418,1418.5c36d043127ec0c29964b54b5ba4173c,0,0,0,6,-5.9617898E-05,0
1419,1419.21567426907fe2711bcb2cbff50a46e8,0,0,0,6,0.000123675,0
1420,1420.6954e3e5e7c772dc859c47d42ff4a085,0,0,0,6,0.0002782752,0
1421,1421.de48021cb7ef96adfb4ead44c1f0f37e,0,0,0,6,0.0003404376,0
1422,1422.c9ae8a81f72163d979f52510f5efb82c,0,0,0,6,0.0003208978,0
1423,1423.e988ffdfe0c87956e90f32a59aea6d9e,0,0,0,6,0.0004907004,0
1424,1424.99bed488956252e02c4ec7ff578c42d5,0,0,0,6,0.0002787808,0
1425,1425.7ed3569c34399b07b158eaead1c85cc8,0,0,0,6,0.00000606,0
1426,1426.f6c783d5599675879265d4dc80fe0776,0,0,0,6,-0.0001926002,0
1427,1427.db4dce8eaebc4a3d836d2328137c7ac0,0,0,0,6,0.0002040729,0
1428,1428.5b9b341ac8488e65419bd551ce99b23d,0,0,0,6,1.0278528E-05,0
1429,1429.3c60313af6a2a5c79bb97e06855a4af7,0,0,0,6,-9.630052E-05,0
1430,1430.340721c84f45f79eeef6fcae18c82f20,0,0,0,6,0.000113667,0
1431,1431.dbd1ebf9ac8e49dd42b0ee206a8d309c,0,0,0,6,2.912772E-05,0
1432,1432.0b1b8088c9a4e04cff33f6919f340402,0,0,0,6,-0.0002731574,0
1433,1433.164926797999228bbd4fae986a02ae4d,0,0,0,6,-0.0004129028,0
1434,1434.a626ce397e7a295eea36a996cdaa5f40,0,0,0,6,-1.5770605E-05,0
1435,1435.450895e9e4b9c337afe2e04809840143,0,0,0,6,-0.0001731642,0
1436,1436.b6274330d7d8fd92eb9cfc2f999555cb,0,0,0,6,-0.000116323,0
1437,1437.8bf8819fa24490f892b73ba41821d950,0,0,0,6,-0.0003746471,0
1438,1438.d20859908f11db2377bf6829f79066b3,0,0,0,6,-0.0001044104,0
1439,1439.6ed10d0d0a15ece643b718880874a713,0,0,0,6,-4.1799634E-05,0
1440,1440.d7c632e28e33a2bdfd9afd121319277d,0,0,0,6,-6.722376E-05,0
1441,1441.8344939e17984af793af15791dc9ffb8,0,0,0,6,-0.000019763,0
1442,1442.08dc076440caf003ba9842983b8c9ed4,0,0,0,6,-0.0003320232,0
1443,1443.f5558679d8d2abd2165d96149a4de59b,0,0,0,6,6.2654726E-05,0
1444,1444.9c769de9af58bfba4b3e6b0ca034f2b8,0,0,0,6,-0.0001814845,0
1445,1445.57f9856f348cda1656331372731701eb,0,0,0,6,-0.00021475,0
1446,1446.bc3115f3d75b0ce0461b74a9c136831b,0,0,0,6,-9.7929464E-05,0
1447,1447.fda5fab9b91617921e5b7d5097214c6c,0,0,0,6,-0.0001341408,0
1448,1448.deb1e7a1f52da85e25ff1462d4f87089,0,0,0,6,-3.3677417E-05,0
1449,1449.2dcf4336cc70654def986dda89e9821f,0,0,0,6,-6.861354E-05,0
1450,1450.c0ce160e1b285899424541ccd82b71b1,0,0,0,6,4.3203374E-05,0
1451,1451.64eda615fc56b4bbfdce6291a59c12f4,0,0,0,6,-0.0003360277,0
1452,1452.81f3e3d1b40f978cd3c0125e7020dd17,0,0,0,6,-0.0001592184,0
1453,1453.1089ed990307329cb4527b6835b2259c,0,0,0,6,-0.0001072531,0
1454,1454.88f9d20d76cccc7f1bde4e4d0794b69d,0,0,0,6,0.000044639,0
1455,1455.6e48dfed80732a341f02ac33d5f93378,0,0,0,6,-0.0001049902,0
1456,1456.c3d6fc8d95ff2e649889cefaec7920f3,0,0,0,6,0.0001117739,0
1457,1457.8bdec7ac0e8bbe2ed09f7863a3807312,0,0,0,6,-0.000310433,0
1458,1458.41929f2d84553fee75ee83a78d735972,0,0,0,6,-0.0001686953,0
1459,1459.74fc3984acd4e3e9f00e77f599d2fe27,0,0,0,6,3.8487182E-05,0
1460,1460.8ad306210b1538d37993a51b69544e5b,0,0,0,6,-0.0002751499,0
1461,1461.7a96cf16c999d9db5e0cf0369203866d,0,0,0,6,4.586082E-05,0
1462,1462.ef8fdbd441dade85c95fa014b058b896,0,0,0,6,-0.000096605,0
1463,1463.92f97ef2ccc550773ac1ca0fb3feac52,0,0,0,6,-5.303523E-05,0
1464,1464.1bf98a5939c5dccf46f3e7c482e7e906,0,0,0,6,-0.0001252862,0
1465,1465.1bb092b8dafbc6290d3884172d0d49c7,0,0,0,6,-0.000155224,0
1466,1466.f7d9619d0f8ed31c43b8311a11472db5,0,0,0,6,-6.922875E-05,0
1467,1467.59a3ea5497660ce75f4b6c3d794cdc33,0,0,0,6,-0.0001123046,0
1468,1468.b214bf3ffdffb1c95702580a58ae9aea,0,0,0,6,-9.4702526E-05,0
1469,1469.792c1b929baaf14e1572437347925cc0,0,0,0,6,-0.0004503477,0
1470,1470.31e4ece4f510b5b908162fe1f1904ef2,0,0,0,6,0.000058568,0
1471,1471.2aa0881a829097828a279ffd6ff20ed3,0,0,0,6,-9.255457E-05,0
1472,1472.817651cadec68cf13d9b23d336825269,0,0,0,6,-8.7227454E-05,0
1473,1473.e93e78909cb4c5fb6092e767671be761,0,0,0,6,7.338688E-05,0
1474,1474.3de55dbbe581bcc06d4f5e2aa0f7b8c3,0,0,0,6,0.000098483,0
1475,1475.e7844d0026786e6b2828a0434860f7f6,0,0,0,6,2.5893494E-05,0
1476,1476.003708da8e0f35d91264c7aa737031a4,0,0,0,6,-8.1197584E-05,0
1477,1477.c0b267d577c674023fec3244f351df06,0,0,0,6,6.648272E-05,0
1478,1478.493c4ba8cee0986a8cabb3953a40fb5b,0,0,0,6,0.0001251086,0
1479,1479.1ef8029a7d0ea41d3032b6174793a35f,0,0,0,6,-0.0001026347,0
1480,1480.ea8e1a4bb0cfd66e9f04c4f3c1c3379e,0,0,0,6,-2.5180518E-05,0
1481,1481.a18fd231d1a79f6984910a05780356a5,0,0,0,6,4.489292E-05,0
1482,1482.75a9c57c2bd53175e33ee6ed037400fd,0,0,0,6,7.314549E-06,0
1483,1483.0e8f2eee9641c6af54fb45495cb65018,0,0,0,6,0.0001188133,0
1484,1484.b12cd10a9234dd4c294f93ba7b3944d4,0,0,0,6,-0.0002374514,0
1485,1485.466b9731651b090d2ecee034e696cda1,0,0,0,6,-0.0001219854,0
1486,1486.1ff97d5b7b97423fb1ec74f6a54fc225,0,0,0,6,-0.0002442912,0
1487,1487.0dec4dc8ef9439d54e1605b2a526e2ff,0,0,0,6,8.185389E-05,0
1488,1488.6694aa49b517656806a631deeb8f89a8,0,0,0,6,0.000009275,0
1489,1489.d724933540e63e324268925f6c803361,0,0,0,6,-6.4530606E-05,0
1490,1490.e80cf700ef4de2385ada6ae149e7498c,0,0,0,6,-3.5547917E-05,0
1491,1491.2e82a3803e51f420c6398d963052469f,0,0,0,6,0.000284729,0
1492,1492.fcfeff3d31bfad092220ca731a40c05e,0,0,0,6,0.0002284145,0
1493,1493.0e19ac93ca8fe935323151417bc2e959,0,0,0,6,4.2454638E-05,0
1494,1494.adcdefb394b06836cbb548c4a93ee76a,0,0,0,6,6.2295236E-05,0
1495,1495.965bf18408e31d93d3fd256d2c6e8b64,0,0,0,6,0.0001269038,0
1496,1496.c48399a0c3abb60acd00322bdbb97565,0,0,0,6,0.0001445247,0
1497,1497.82b5d123cc0c3630a6ecd3d0eefe7c08,0,0,0,6,0.0001425309,0
1498,1498.578d31b0aab137aa9d79b455a6def5cd,0,0,0,6,8.327244E-05,0
1499,1499.37d7a1b89dcf94a9b123ad584c2fa149,0,0,0,6,0.0004333695,0
1500,1500.2e6e497d8947d6125050b838efe4cf1f,0,0,0,6,0.0002077091,0
1501,1501.5c83f8ccf80ccff0b82b04a8e09d69ec,0,0,0,6,0.0001814322,0
1502,1502.1376704c3bd9c110fe3a5d0768745d91,0,0,0,6,-2.4836096E-05,0
1503,1503.f1fc48f16902a097113fa60aaeb35245,0,0,0,6,0.0001341977,0
1504,1504.f77b2dc9ad8c875d8edc67b180e2f878,0,0,0,6,0.000118844,0
1505,1505.7cc0d1e500937105c1503d63bd0b5161,0,0,0,6,2.1563908E-05,0
1506,1506.df1d0b609d034c834e290e7e3732e392,0,0,0,6,-2.694173E-05,0
1507,1507.381db954fc6fe8df9646172b53db92ad,0,0,0,6,0.000097898,0
1508,1508.334b2eb6c70ba66605ebefc97924e7b3,0,0,0,6,-0.0002671004,0
1509,1509.dd0b9717ec7e25f4adb5a5aefa204ba1,0,0,0,6,0.0002513907,0
1510,1510.ce7b07a2114218dbac682b599785820d,0,0,0,6,0.000024326,0
1511,1511.de6a5fe900081a0492fb84f6bfae46a1,0,0,0,6,-0.0001344082,0
1512,1512.97da4f8a986b55cbe1f81bb22836ac58,0,0,0,6,0.0003224239,0
1513,1513.4ee4b7db2ca10b3f5ec512d26bf8b3f9,0,0,0,6,0.0001368651,0
1514,1514.e01ad8fa7bcb36e969c838578051d684,0,0,0,6,-1.9918356E-05,0
1515,1515.cbcae309928553721fdf49cdf98541db,0,0,0,6,-0.000024917,0
1516,1516.d12eaa7e292c15107171b0eb39ea40df,0,0,0,6,-7.681134E-05,0
1517,1517.14cf0162b6bf5274305b7b573a0c3a82,0,0,0,6,0.000030342,0
1518,1518.94c41662e1101b46c74bfb14b84b34c4,0,0,0,6,-0.0001619864,0
1519,1519.6074b997fafe25f524f2e2334f7ae45e,0,0,0,6,-3.5547917E-05,0
1520,1520.227b74e7890079e47c5c8890d64c1383,0,0,0,6,-1.7295619E-05,0
1521,1521.692de69e480a819f6d32578f93fca74b,0,0,0,6,7.673371E-05,0
1522,1522.3f4e272c9d12eb60b890f0dd065e650b,0,0,0,6,0.0003985314,0
1523,1523.59e3f881f7536e0a90d98797f6c509e3,0,0,0,6,0.0001064142,0
1524,1524.d18213f1cf68518e719dccd3717e4255,0,0,0,6,0.000072988,0
1525,1525.861d32759ad2bdac6817645a73d8eea7,0,0,0,6,-3.184066E-05,0
1526,1526.084c29eaad19c537fc8dce129ec30744,0,0,0,6,-4.320792E-05,0
1527,1527.3fc7d5b03f0c34d1f51a55a0e10b8026,0,0,0,6,0.0002647579,0
1528,1528.e2fa148e32e3c975b3afff6959c2ab6b,0,0,0,6,0.000190759,0
1529,1529.e1a0f5092c93eec245ee211544e6db4b,0,0,0,6,0.0001965345,0
1530,1530.fda9cfd3e1881b3e8c823a35b618f897,0,0,0,6,7.485655E-05,0
1531,1531.fe3474ea8fb4195ac74e644161f47c76,0,0,0,6,0.0002398842,0
1532,1532.7629e5bf068e857d0149f49caf32df6f,0,0,0,6,0.0002847685,0
1533,1533.cdca6023330291efad8880619bc3c68e,0,0,0,6,4.6011646E-05,0
1534,1534.9422e1b77d4239d246fc1d8a79d62d07,0,0,0,6,0.000170536,0
1535,1535.92d5d08b41907f13b4553115c772506b,0,0,0,6,-1.6458425E-05,0
1536,1536.9f465603a58bf6390c7edbfb78f2b62f,0,0,0,6,-0.000108614,0
1537,1537.61e8d9ec6d8fe200987abca9969c2afb,0,0,0,6,0.0002392692,0
1538,1538.a7f206a53de6097efc0cd3165202e406,0,0,0,6,0.0003105435,0
1539,1539.3492ab4db8fc4cb31731e0eafcee6839,0,0,0,6,0.0004926482,0
1540,1540.e6859a3f2b7d4347f84df81b2398ae58,0,0,0,6,0.0001381438,0
1541,1541.1c5cac401a046fc68ba4594692631a41,0,0,0,6,0.00021442,0
1542,1542.a5fda7c1725c3f9715d2b0c858ad306e,0,0,0,6,0.000039636,0
1543,1543.d8b77b54627b605a9be40ba163b6dd70,0,0,0,6,0.0002027752,0
1544,1544.011827fa2f89828e83bae7f6995576df,0,0,0,6,9.258184E-05,0
1545,1545.f12974e0310c366731631a0a62980b5c,0,0,0,6,0.0002034104,0
1546,1546.2bf79dda9e1450d2be84ab65f5c3ca6d,0,0,0,6,9.92002E-05,0
1547,1547.5a820118fa0555c1c9735e3f2cde4b7f,0,0,0,6,0.0001007541,0
1548,1548.009504211e34b42d8b878b5c5aec5926,0,0,0,6,0.0003833064,0
1549,1549.929f73150d87a253b519a286d3dab77e,0,0,0,6,8.896046E-05,0
1550,1550.bf1bd1651e108ceb8637a006d6861789,0,0,0,6,-4.5399345E-05,0
1551,1551.8d00d37ef39bf157ccbc2eeeea811ece,0,0,0,6,2.4954788E-06,0
1552,1552.397ac9c4693e0e39de3c115fe7ded51f,0,0,0,6,-0.0002911201,0
1553,1553.057f1ee3da7c975523f475fc0c4fae71,0,0,0,6,-9.009405E-05,0
1554,1554.879f87b39484ac517e0950eeb5f7e0e8,0,0,0,6,-1.4038647E-05,0
1555,1555.52c8b37d4f76bb274a73e2b6609e9655,0,0,0,6,-3.832447E-05,0
1556,1556.9649e5e9ca6adb64eadad468e458ab1b,0,0,0,6,-0.0001932237,0
1557,1557.ca393b0c2ccca10ee02981cf20cea52a,0,0,0,6,-8.651736E-05,0
1558,1558.7f77f46b6272f003f0b588f6a0eddceb,0,0,0,6,0.0001836724,0
1559,1559.ed17f96c32605795f5d5f88af0c79093,0,0,0,6,-8.450461E-05,0
1560,1560.7e2353b8cfa54eec7a467743eaed5afd,0,0,0,6,0.000076357,0
1561,1561.b968a0929d29009dbb76603323c1862f,0,0,0,6,-3.3719927E-05,0
1562,1562.6aca6138ec917241b64782a98697c17f,0,0,0,6,-0.0002339056,0
1563,1563.4869bc6713ad6960f9b607c03dfa1c23,0,0,0,6,-0.0001393984,0
1564,1564.8631d760e58b96dbd506f4bbc0a020f0,0,0,0,6,-4.7913774E-05,0
1565,1565.f6d00c2ee66b5687a153affd23870524,0,0,0,6,-0.000001531,0
1566,1566.513fb571511122853df82c890115f8e9,0,0,0,6,-5.4704826E-05,0
1567,1567.eeb0beaf2f749c8281d93d1536cce247,0,0,0,6,1.589511E-05,0
1568,1568.dcedec6fe7d15916774846928acd2872,0,0,0,6,5.7453904E-05,0
1569,1569.5a4e7eeca40257722ccbe4dee1d636fa,0,0,0,6,-6.8925124E-06,0
1570,1570.a0b2e109e4f244de9538fed3b472f1db,0,0,0,6,-5.705946E-05,0
1571,1571.5cc089d07e3c447b7be3a24b36fbd07a,0,0,0,6,0.0005116557,0
1572,1572.6b71d37ef29a804f1b0b65b90eee0d0e,0,0,0,6,-0.0001021312,0
1573,1573.2fa3928a9828d1c51517565a833b9f18,0,0,0,6,-0.0002420491,0
1574,1574.b1f0d9b40506000be4910e25a7c3ac3c,0,0,0,6,0.0001586076,0
1575,1575.b4d0187663f37a4c6863e4aa2d594444,0,0,0,6,-7.2481416E-05,0
1576,1576.9fc27f643c41595b2801b4b7962bd6c0,0,0,0,6,0.0002608171,0
1577,1577.da07880d399d5552771d328aea473928,0,0,0,6,0.0001527139,0
1578,1578.0c18da688c1ae54f27a3a4eb27d4005b,0,0,0,6,-0.0002386156,0
1579,1579.2b2d92136109e10122b2af311a414783,0,0,0,6,-0.0001183953,0
1580,1580.108304b0d17fc6c34436e63e5f30fc47,0,0,0,6,0.0001247303,0
1581,1581.c8719428ba4a8c4655281826b878ddd0,0,0,0,6,7.159684E-05,0
1582,1582.ea28e13144adb7ec8718cad39728984b,0,0,0,6,-0.0001645149,0
1583,1583.11883906b08a91ecad2910a1e5d869e1,0,0,0,6,-5.6703713E-05,0
1584,1584.bb777200011a887b5e7cbc0de0f84d64,0,0,0,6,-0.000388345,0
1585,1585.82fb57152be63c79b28e68ae0ad319d9,0,0,0,6,0.000133389,0
1586,1586.f2032491ca27076af18575e9ab78abcb,0,0,0,6,0.0001384372,0
1587,1587.846578886a749978ec4a3f8cc44d9424,0,0,0,6,7.245743E-05,0
1588,1588.61ee71063f18d59f7c0326aa48ebec99,0,0,0,6,0.0003220314,0
1589,1589.5459ec44404ef9d0258edb476622bc45,0,0,0,6,0.0001887007,0
1590,1590.8d27eaf596403ade34f593db10eb8f28,0,0,0,6,-2.035813E-05,0
1591,1591.6b6ae63033581aaf40cb6a6d08da2662,0,0,0,6,0.000062478,0
1592,1592.e024e5de503dcf463bad5cd5c8c64210,0,0,0,6,-3.738658E-07,0
1593,1593.de7504b4655691f11b3e807e42a2b82c,0,0,0,6,-0.0001936232,0
1594,1594.f552f47fa01a4ca29e34182de6f0cca7,0,0,0,6,-0.0001916385,0
1595,1595.fa533692bb0d635d6d1219663ee0f82c,0,0,0,6,-6.30074E-05,0
1596,1596.313021ceff8185c1fad0d2d8d9e2342b,0,0,0,6,4.873539E-05,0
1597,1597.e85265a0da41a962b316d117548bb3ea,0,0,0,6,9.504085E-05,0
1598,1598.d9a96d6e7aa7c5a7001cf43ec39f44f6,0,0,0,6,0.0001013937,0
1599,1599.1f738c1f2512f6179f1d94e2949cce00,0,0,0,6,-0.0001139385,0
1600,1600.7d1caa5855ff06f37269178401aff693,0,0,0,6,-8.157121E-05,0
1601,1601.e586e85a3d75cc48f9b913f244d52632,0,0,0,6,0.0003737425,0
1602,1602.a6d0709065f52668e973ba89f32def7a,0,0,0,6,3.9179748E-05,0
1603,1603.c0963552df600d961b960f710d6ffaa7,0,0,0,6,9.4679184E-05,0
1604,1604.051f662e3490b712974e5af2cc90043a,0,0,0,6,0.0001539161,0
1605,1605.95c19e87a7c394abe0e459ba511935e5,0,0,0,6,6.4831445E-05,0
1606,1606.3dc1298108c79723735fefb01991f22d,0,0,0,6,0.0002039018,0
1607,1607.d2f250ddf3a443a4a10c5ea9825da694,0,0,0,6,0.000151898,0
1608,1608.aeda79b0cdb36bdde6d6b275b7484a89,0,0,0,6,-2.1273736E-05,0
1609,1609.d3849c49c9377d824b5ab007f36e96f8,0,0,0,6,0.000103284,0
1610,1610.adfdd3cbb3bad46220490cf0d9c26396,0,0,0,6,9.966233E-05,0
1611,1611.e83818d7655d711bee3f320bd19e6f6d,0,0,0,6,-6.198873E-05,0
1612,1612.17083808deba0447726df856cbb574aa,0,0,0,6,-0.0001925723,0
1613,1613.19c5758c67f8ba03cd7412c56c979390,0,0,0,6,-0.0001767486,0
1614,1614.6923314b59e82a205ba3f227deea1d59,0,0,0,6,-0.0001064035,0
1615,1615.bb0721aadf9f170a979323adf11c22d5,0,0,0,6,-2.65109E-05,0
1616,1616.cedc09d67c941d1541cf598e0007509e,0,0,0,6,-3.3841711E-06,0
1617,1617.75b61ae83ecff7b45a80cac6cc8c9192,0,0,0,6,0.0001036583,0
1618,1618.07459a459f6163e2dd40cbd207ee6ba5,0,0,0,6,-0.000165791,0
1619,1619.cd1eb30a6bd51a230fb0bc79195ad18f,0,0,0,6,6.792543E-05,0
1620,1620.4e348b4994896c22848d0b7bb8e8aedb,0,0,0,6,-1.1764129E-06,0
1621,1621.e0c43e18cb0b93910128e85a0a0a936f,0,0,0,6,-3.2925505E-05,0
1622,1622.91772e8eb2efcbfe9ee14aabaaa65a2e,0,0,0,6,-0.00001377,0
1623,1623.72d038c7896dc6d5b1ed6086a4ae2872,0,0,0,6,-5.1633546E-05,0
1624,1624.d73f5a35be403b0532263e72ccdab448,0,0,0,6,-2.3128785E-06,0
1625,1625.08690a3d25fcaacc8929c31657f85c8f,0,0,0,6,-0.0001025506,0
1626,1626.3c8c730d8741c9357da8984dd1057665,0,0,0,6,-2.7448905E-05,0
1627,1627.6e01ae785063460c6a1227465ae3c85b,0,0,0,6,-0.0001723271,0
1628,1628.fed40c4cb72a87d6520ca377e2c4df23,0,0,0,6,0.0001238537,0
1629,1629.a65b12c5ddbee4016ecda63b404149d8,0,0,0,6,0.0002005683,0
1630,1630.f16808d817c720df2c97122c2c62d4a2,0,0,0,6,0.0003877237,0
1631,1631.83be0168863d5e67ce580ac556150ed2,0,0,0,6,0.0003365835,0
1632,1632.eda28ab249a9f3dcad3f7a343e6b76fb,0,0,0,6,0.0003504531,0
1633,1633.c1b90a09ff40266eef2b0b60587a3881,0,0,0,6,0.0001834547,0
1634,1634.272759499861b548d69fb7377157ea79,0,0,0,6,-0.0001107665,0
1635,1635.52b59f11291134697f3604f9dfd72080,0,0,0,6,7.094446E-05,0
1636,1636.5583afc73885e3bc8d4e6ce1bb31c90a,0,0,0,6,-0.0001175616,0
1637,1637.d9ae62cb17b80f3ae47d18a6d7100c51,0,0,0,6,-2.472138E-05,0
1638,1638.0ac4bcc3695f59f140556e976cf76443,0,0,0,6,-6.380655E-05,0
1639,1639.9abec21910adc16386517d83c04cf051,0,0,0,6,-0.0001483012,0
